Question,Answer,Options,Correct
"o mow a grass field a team of mowers planned to cover 15 hectares a day . after 4 working days they increased the daily productivity by 33 × 13 % 33 × 13 % , and finished the work 1 day earlier than it was planned . a ) what is the area of the grass field ? b ) how many days did it take to mow the whole field ? c ) how many days were scheduled initially for this job ?",20,"a ) 387 , b ) 39 , c ) 37 , d ) 20 , e ) 28",d
"if ( 20 ) ² is subtracted from the square of a number , the answer so obtained is 4321 . what is the number ?",69,"['a ) 68', 'b ) 69', 'c ) 70', 'd ) 71', 'e ) 72']",b
how many integers between 1 and 10 ^ 17 are such that the sum of their digits is 2 ?,153,"a ) 133 , b ) 143 , c ) 153 , d ) 163 , e ) 173",c
"excluding stoppages , the speed of a bus is 60 kmph and including stoppages , it is 45 kmph . for how many minutes does the bus stop per hour ?",15,"a ) 10 min , b ) 12 min , c ) 18 min , d ) 20 min , e ) 15 min",e
the average monthly income of p and q is rs . 5050 . the average monthly income of q and r is rs . 6250 and the average monthly income of p and r is rs . 5200 . the monthly income of p is :,4000,"a ) 4050 , b ) 3500 , c ) 4000 , d ) 4500 , e ) 5000",c
"the average wages of a worker during a fortnight comprising 15 consecutive working days was $ 90 per day . during the first 7 days , his average wages was $ 87 per day and the average wages during the last 7 days was $ 90 per day . what was his wage on the 8 th day ?",111,"a ) $ 83 , b ) $ 90 , c ) $ 92 , d ) $ 97 , e ) $ 111",e
a vendor bought toffees at 6 for a rupee . how many for a rupee must he sell to gain 80 % ?,28.8,"a ) 10.8 , b ) 20.8 , c ) 28.8 , d ) 18.8 , e ) 17.8",c
find the average of all the numbers between 11 and 34 which are divisible by 10 ?,25,"a ) 10 , b ) 20 , c ) 25 , d ) 30 , e ) 15",c
"a certain company expects quarterly earnings of $ 0.80 per share of stock , half of which will be distributed as dividends to shareholders while the rest will be used for research and development . if earnings are greater than expected , shareholders will receive an additional $ 0.04 per share for each additional $ 0.10 of per share earnings . if quarterly earnings are $ 1.10 per share , what will be the dividend paid to a person who owns 400 shares of the company ' s stock ?",208,"a ) $ 208 , b ) $ 96 , c ) $ 104 , d ) $ 120 , e ) $ 240",a
"the content of several smaller cylinders ( 3 meter diameter and 6 meter height ) were to be emptied into a larger cylinder ( 20 meter diameter and 10 meter height ) , how many smaller cylinders will fill up the larger cylinder ?",74,"['a ) 20', 'b ) 10', 'c ) 50', 'd ) 74', 'e ) 73']",d
"if n is a positive integer and the product of all integers from 1 to n , inclusive , is a multiple of 840 , what is the least possible value of n ?",7,"a ) 5 , b ) 6 , c ) 7 , d ) 8 , e ) 9",c
"among all sales staff at listco corporation , college graduates and those without college degrees are equally represented . each sales staff member is either a level - 1 or level - 2 employee . level - 1 college graduates account for 10 % of listco ' s sales staff . listco employs 72 level - 1 employees , 30 of whom are college graduates . how many sales staff members without college degrees are level - 2 employees ?",108,"a ) 108 , b ) 42 , c ) 56 , d ) 32 , e ) 58",a
a semicircle has a radius of 9 . what is the approximate perimeter of the semicircle ?,46,"a ) 16 , b ) 25 , c ) 33 , d ) 46 , e ) 58",d
a can do piece of work in 15 days and b in 20 days they finished the work with the assistance of c in 5 days and got rs . 45 as their wages find the share for each in wages ?,3,"a ) 11 , 12,13 , b ) 15 , 11,13 , c ) 15 , 11.25 , 18.75 , d ) 11 , 15.25 , 18.75 , e ) none of these",c
"if the average ( arithmetic mean ) of a and b is 210 , and the average of b and c is 160 , what is the value of a − c ?",100,"a ) − 220 , b ) − 100 , c ) 100 , d ) 135 , e ) it can not be determined from the information given",c
calculate 469158 x 9999 = ?,4691110842,"a ) 4586970843 , b ) 4686970743 , c ) 4691100843 , d ) 4586870843 , e ) 4691110842",e
33 1 / 3 % of 210 ?,70,"a ) 70 , b ) 90 , c ) 110 , d ) 120 , e ) 130",a
"a man has some hens and cows . if the number of heads be 48 and the number of feet equals 136 , then the number of hens will be :",28,"a ) 22 , b ) 23 , c ) 24 , d ) 26 , e ) 28",e
"hillary and eddy are climbing to the summit of mt . everest from a base camp 5,100 ft from the summit . when they depart for the summit at 06 : 00 , hillary climbs at a rate of 800 ft / hr with eddy lagging behind at a slower rate of 500 ft / hr . if hillary stops 1100 ft short of the summit and then descends at a rate of 1,000 ft / hr , at what time do hillary and eddy pass each other on her return trip ?",12.0,"a ) 14.0 , b ) 9.0 , c ) 10.0 , d ) 11.0 , e ) 12.0",e
a train 360 m long is running at a speed of 45 km / hr . in what time will it pass a bridge 190 m long ?,44,"a ) 40 sec , b ) 42 sec , c ) 44 sec , d ) 48 sec , e ) 50 sec",c
"in a division sum , the remainder is 6 and the divisor is 5 times the quotient and is obtained by adding 2 to the thrice of the remainder . the dividend is :",86,"a ) 86 , b ) 88 , c ) 92 , d ) 94 , e ) 96",a
"a man is 22 years older than his son . in two years , his age will be twice the age of his son . the present age of this son is",20,"a ) 21 years , b ) 22 years , c ) 20 years , d ) 24 years , e ) 26 years",c
a train 55 meters long is running with a speed of 60 kmph . in what time will it pass a man who is running at 6 kmph in the direction opposite to that in which the train is going ?,3,"a ) 7 sec , b ) 5 sec , c ) 4 sec , d ) 6 sec , e ) 3 sec",e
"how long will a boy take to run round a square field of side 60 meters , if he runs at the rate of 12 km / hr ?",72,"a ) 52 sec , b ) 45 sec , c ) 72 sec , d ) 25 sec , e ) 39 sec",c
"in a market , a dozen eggs cost as much as a pound of rice , and a half - liter of kerosene costs as much as 6 eggs . if the cost of each pound of rice is $ 0.24 , then how many cents does a liter of kerosene cost ? [ one dollar has 100 cents . ]",24,"a ) 0.20 , b ) 0.24 , c ) 20 , d ) 24 , e ) 55",d
"the cost of 10 kg of mangos is equal to the cost of 24 kg of rice . the cost of 6 kg of flour equals the cost of 2 kg of rice . the cost of each kg of flour is $ 22 . find the total cost of 4 kg of mangos , 3 kg of rice and 5 kg of flour ?",941.6,"a ) 347.6 , b ) 987.6 , c ) 941.6 , d ) 637.6 , e ) 667.6",c
two goods trains each 500 m long are running in opposite directions on parallel tracks . their speeds are 90 km / hr and 30 km / hr respectively . find the time taken by the slower train to pass the driver of the faster one ?,30,"a ) 12 sec , b ) 24 sec , c ) 30 sec , d ) 60 sec , e ) 62 sec",c
john was thrice as old as tom 6 years ago . john will be 7 / 5 times as old as tom in 6 years . how old is tom today ?,9,"a ) 7 , b ) 9 , c ) 11 , d ) 13 , e ) 15",b
"workers at a campaign office have 2000 fliers to send out . if they send out 1 / 10 of them in the morning and 1 / 4 of the remaining ones out during the afternoon , how many are left for the next day ?",1350,"a ) 300 , b ) 1350 , c ) 1100 , d ) 1200 , e ) 1900",b
"when x is even , [ x ] = x / 2 + 1 , when x is odd [ x ] = 2 x + 1 then [ 5 ] * [ 4 ] = ?",33,"a ) [ 33 ] , b ) [ 44 ] , c ) [ 45 ] , d ) [ 88 ] , e ) [ 90 ]",a
765 chairs are to be arranged in a column in such a way that the number of chairs in each column should be equal to the columns . how many chairs will be excluded to make this arrangement possible ?,36,"a ) 6 , b ) 36 , c ) 19 , d ) 27 , e ) none of these",b
a mobile battery in 1 hour charges to 20 percent . how much time ( in minute ) will it require more to charge to 40 percent .,120,"a ) 120 , b ) 150 , c ) 175 , d ) 160 , e ) 130",a
if a lends rs . 3500 to b at 10 % per annum and b lends the same sum to c at 11 % per annum then the gain of b in a period of 3 years is ?,105,"a ) 110 , b ) 106 , c ) 105 , d ) 107 , e ) 109",c
"x and y began business with rs . 10000 and rs . 8000 after 6 months , x advances rs . 2000 and y advances rs . 2000 more . at the end of the year , their profits amounted to rs . 2000 find the share of x and y respectively .",1100,"a ) 10001000 , b ) 9001100 , c ) 1200800 , d ) 8001200 , e ) 1100 , 900",e
"in a group of ducks and cows , the total number of legs are 30 more than twice the no . of heads . find the total no . of buffaloes .",15,"a ) 11 , b ) 12 , c ) 14 , d ) 15 , e ) 18",d
the l . c . m of two numbers is 48 . the numbers are in the ratio 1 : 2 . the sum of numbers is :,72,"a ) 28 , b ) 30 , c ) 40 , d ) 50 , e ) 72",e
there are 780 male and female participants in a meeting . half the female participants and one - quarter of the male participants are democrats . one - third of all the participants are democrats . how many of the democrats are female ?,130,"a ) 75 , b ) 100 , c ) 125 , d ) 130 , e ) 225",d
two goods trains each 2000 m long are running in opposite directions on parallel tracks . their speeds are 45 km / hr and 30 km / hr respectively . find the time taken by the slower train to pass the driver of the faster one ?,192,"a ) 228 , b ) 278 , c ) 192 , d ) 27 , e ) 21",c
what sum of money will produce rs . 70 as simple interest in 4 years at 3 1 / 2 percent ?,500,"a ) 289 , b ) 500 , c ) 188 , d ) 666 , e ) 155",b
"a man is 34 years older than his son . in two years , his age will be twice the age of his son . the present age of the son is ?",32,"a ) 16 , b ) 19 , c ) 15 , d ) 32 , e ) 40",d
a jogger running at 9 km / hr along side a railway track is 240 m ahead of the engine of a 130 m long train running at 45 km / hr in the same direction . in how much time will the train pass the jogger ?,37,"a ) 28 sec , b ) 16 sec , c ) 37 sec , d ) 18 sec , e ) 17 sec",c
a train running at a speed of 36 km / h passes an electric pole in 14 seconds . in how many seconds will the whole train pass a 360 - meter long platform ?,50,"a ) 44 , b ) 46 , c ) 48 , d ) 50 , e ) 52",d
"if n is a positive integer and n ^ 2 is divisible by 72 , then the largest positive integer m that must divide n is ?",12,"a ) 6 , b ) 12 , c ) 24 , d ) 36 , e ) 48",b
a brick measures 20 cm * 10 cm * 7.5 cm how many bricks will be required for a wall 27 m * 2 m * 0.75 m ?,27000,"a ) 29798 , b ) 27908 , c ) 78902 , d ) 25000 , e ) 27000",e
"one - fourth of the workers in palabras bookstore have read the latest book by j . saramago , and 5 / 8 of the workers have read the latest book by h . kureishi . the number of workers that have read neither book is one less than the number of the workers that have read the latest saramago book and have not read the latest kureishi book . if there are 72 workers in the palabras bookstore , how many of them have read both books ?",4,"a ) 13 , b ) 12 , c ) 9 , d ) 8 , e ) 4",e
"in traveling from a dormitory to a certain city , a student went 1 / 4 of the way by foot , 1 / 2 of the way by bus , and the remaining 10 kilometers by car . what is the distance , in kilometers , from the dormitory to the city ?",40,"a ) 10 , b ) 45 , c ) 30 , d ) 20 , e ) 40",e
"if ( 1 / 5 ) ^ m * ( 1 / 4 ) ^ 4 = 1 / ( 16 * ( 10 ) ^ 4 ) , then m =",4,"a ) 3 , b ) 2 , c ) 1 , d ) 4 , e ) 8",d
"in the faculty of reverse - engineering , 220 second year students study numeric methods , 423 second year students study automatic control of airborne vehicles and 134 second year students study them both . how many students are there in the faculty if the second year students are approximately 80 % of the total ?",636,"a ) 515 . , b ) 545 . , c ) 618 . , d ) 644 . , e ) 636 .",e
what would be the minimum number of pumps required to fill a tank of 1000 m 3 to 85 % in one hour ? the capacity of the pump is 150 m 3 / hour and operates at an efficiency of 75 % .,8,"a ) 6 , b ) 8 , c ) 10 , d ) 11 , e ) 12",b
"of the land owned by a farmer , 90 percent was cleared for planting . of the cleared land , 60 percent was planted with grapes and 30 percent of the cleared land was planted with potato . if the remaining 360 acres of cleared land was planted with tomato , how many acres did the farmer own ?",4000,"a ) 3250 , b ) 3450 , c ) 4000 , d ) 3750 , e ) 3800",c
"the ratio of investments of two partners p and q is 7 : 5 and the ratio of their profits is 7 : 10 . if p invested the money for 8 months , find for how much time did q invest the money ?",16,"a ) 11 , b ) 10 , c ) 18 , d ) 16 , e ) 12",d
"a monkey ascends a greased pole 12 metres high . he ascends 2 metres in first minute and slips down 1 metre in the alternate minute . in which minute , he reaches the top ?",22,"a ) 21 st , b ) 22 nd , c ) 23 rd , d ) 24 th , e ) none of these",b
what will be the remainder when 17 ^ 200 is divided by 18,1,"a ) 1 , b ) 2 , c ) 3 , d ) 4 , e ) 5",a
"sakshi invests a part of rs . 12000 in 12 % stock at rs . 120 and the remainder in 15 % stock at rs . 125 . if his total dividend per annum is rs . 1360 , how much does he invest in 12 % stock at rs . 120 ?",4000,"a ) rs . 4000 , b ) rs . 4500 , c ) rs . 5500 , d ) rs . 6000 , e ) rs . 6500",a
"in a college , the ratio of the number of boys to girls is 8 : 5 . if there are 400 girls , the total number of students in the college is",1040,"a ) 1040 , b ) 920 , c ) 980 , d ) 720 , e ) 820",a
a can do a job in 10 days and b can do it in 30 days . a and b working together will finish twice the amount of work in - - - - - - - days ?,15,"a ) 21 ½ days , b ) 22 ½ days , c ) 23 ½ days , d ) 15 days , e ) none of these",d
"if jamie ' s income is rs 20000 , calculate his savings given that his income and expenditure are in the ratio 7 : 5 . ?",8000,"a ) rs 7500 , b ) rs 4000 , c ) rs 2000 , d ) rs 8000 , e ) rs 7000",d
a sum fetched a total simple interest of rs . 4016.25 at the rate of 1 % p . a . in 5 years . what is the sum ?,80325,"a ) 82762 , b ) 12877 , c ) 82882 , d ) 80925 , e ) 80325",e
"on thrusday mabel handled 90 transactions . anthony handled 10 % more transaction than mabel , cal handled 2 / 3 rds of the transactions that anthony handled and jade handled 16 more transaction than cal . how much transaction did jade handled ?",82,"a ) 92 , b ) 80 , c ) 72 , d ) 82 , e ) 28",d
"a cement mixture is composed of 3 elements . by weight , 1 / 3 of the mixture is sand , 1 / 4 of the mixture is water , and the remaining 10 pounds of the mixture is gravel . what is the weight of the entire mixture in pounds ?",24,"a ) 24 , b ) 26 , c ) 28 , d ) 30 , e ) 36",a
a 300 m long train crosses a platform in 39 sec while it crosses a signal pole in 26 sec . what is the length of the platform ?,150,"a ) 389 m , b ) 150 m , c ) 289 m , d ) 299 m , e ) 219 m",b
9 persons went to a hotel for taking their meals . 8 of them spent rs 12 each on their meals and the ninth spent rs . 8 more than the average expenditure of all the 9 . what was the total money spent by them ?,117,"a ) 117 , b ) 180 , c ) 150 , d ) 200 , e ) 250",a
a car started running at a speed of 30 km / hr and the speed of the car was increased by 2 km / hr at the end of every hour . find the total distance covered by the car in the first 7 hours of the journey .,252,"a ) 342 km , b ) 352 km , c ) 252 km , d ) 742 km , e ) 382 km",c
"the average ( arithmetic mean ) of 4 positive integers is 40 . if the average of 2 of these integers is 45 , what is the greatest possible value that one of the other 2 integers can have ?",69,"a ) 55 , b ) 69 , c ) 100 , d ) 109 , e ) 115",b
what is the least number of square tiles required to pave the floor of a room 12 m 12 cm long and 1 m 20 cm broad ?,1010,"a ) 1010 , b ) 804 , c ) 814 , d ) 844 , e ) none",a
a train running at the speed of 48 km / hr crosses a pole in 9 seconds . find the length of the train ?,120,"a ) 120 meter , b ) 299 meter , c ) 666 meter , d ) 155 meter , e ) 144 meter",a
"a cricket player whose bowling average was 20.5 runs per wicket , takes 5 wicket for 52 runs in a match . due to this his average decreases by 0.5 . what will be the number of wickets taken by him till the last match ?",101,"a ) 64 , b ) 72 , c ) 101 , d ) 111 , e ) 128",c
"3 buffaloes eat as much as 4 cows or 2 oxen . at a farm , there are 15 buffaloes , 8 oxen , and 24 cows . the fodder for these cattle is available for 36 days . if 40 more cows and 15 more buffaloes are brought in , how many days will the fodder last ?",18,"a ) 15 days , b ) 18 days , c ) 21 days , d ) 24 days , e ) 27 days",b
"p software has coding line 5 % more than n , n software has coding line 1 / 3 more than m . m software has 90 lines of coding . find p lines .",126,"a ) 106 , b ) 107 , c ) 126 , d ) 109 , e ) 110",c
"the length of a rectangle is 4 times its width . if the width of the rectangle is 5 inches , what is the rectangle ' s area , in square inches ?",100,"a ) 30 square inches , b ) 75 square inches , c ) 100 square inches , d ) 89 square inches , e ) 92 square inches",c
a and b go around a circular track of length 1800 m on a cycle at speeds of 36 kmph and 54 kmph . after how much time will they meet for the first time at the starting point ?,360,"a ) 120 sec , b ) 165 sec , c ) 186 sec , d ) 167 sec , e ) 360 sec",e
"the greatest common divisor of ( b - 2 ) ! , ( b + 1 ) ! , and ( b + 4 ) ! is 5040 . what is the value of b ?",9,"a ) 8 , b ) 10 , c ) 12 , d ) 9 , e ) 6",d
the length of a side of a hexagon is 10 inches . what is the perimeter ?,60,"a ) 10 , b ) 20 , c ) 30 , d ) 40 , e ) 60",e
"in a rectangular coordinate system , what is the area of a rectangle whose vertices have the coordinates ( - 5 , 1 ) , ( 1 , 1 ) , ( 1 , - 4 ) and ( - 5 , - 4 ) ?",30,"['a ) 20', 'b ) 30', 'c ) 40', 'd ) 55', 'e ) 48']",b
"population of a city in 20004 was 1000000 . if in 2005 there isan increment of 15 % , in 2006 there is a decrements of 35 % and in 2007 there is an increment of 30 % , then find the population of city atthe end of the year 2007",971750,"a ) 976374 , b ) 971750 , c ) 980241 , d ) 2356677 , e ) 1083875",b
what is the greatest value of positive integer x such that 2 ^ x is a factor of 100 ^ 90 ?,180,"a ) 180 , b ) 160 , c ) 140 , d ) 150 , e ) 120",a
"alex takes a loan of $ 9,000 to buy a used truck at the rate of 9 % simple interest . calculate the annual interest to be paid for the loan amount .",810,"a ) 680 , b ) 810 , c ) 800 , d ) 730 , e ) 750",b
"if the average ( arithmetic mean ) of x and y is 60 , and z – x = 80 , what is the average of y and z ?",100,"a ) 100 , b ) 120 , c ) 125 , d ) 115 , e ) 90",a
what is the smallest integer z for which 27 ^ z > 3 ^ 24 ?,9,"a ) 7 , b ) 8 , c ) 9 , d ) 10 , e ) 12",c
a is twice as good a work man as b and together they finish the work in 8 days . in how many days a alone can finish the work ?,12,"a ) 23 , b ) 12 , c ) 77 , d ) 92 , e ) 61",b
the sum of two numbers is 21 and the sum of their squares is 527 . find the product of the numbers .,43,"a ) 48 , b ) 41 , c ) 46 , d ) 43 , e ) 96",d
"thabo owns exactly 280 books , and each book is either paperback fiction , paperback nonfiction , or hardcover nonfiction . if he owns 20 more paperback nonfiction books than hardcover nonfiction books , and twice as many paperback fiction books as paperback nonfiction books , how many hardcover books nonfiction books does thabo own ?",55,"a ) 10 , b ) 20 , c ) 30 , d ) 40 , e ) 55",e
"in the number 100 ab , a and b represent the tens and units digits , respectively . if 110 ab is divisible by 55 , what is the greatest possible value of b × a ?",15,"a ) 0 , b ) 5 , c ) 10 , d ) 15 , e ) 25",d
"a train 350 m long , running with a speed of 63 km / hr will pass a tree in ?",20,"a ) 22 sec , b ) 16 sec , c ) 17 sec , d ) 88 sec , e ) 20 sec",e
a car travelling with 5 / 7 km of its actual speed covers 42 km in 1 hr 40 min 48 sec find the actual speed of the car ?,35,"a ) 78 kmph , b ) 85 kmph , c ) 35 kmph , d ) 24 kmph , e ) 74 kmph",c
"a computer manufacturer produces a certain electronic component at a cost of $ 100 per component . shipping costs for delivering the components are $ 2 per unit . further , the manufacturer has costs of $ 10,000 a month related to the electronic component regardless of how many it produces . if the manufacturer produces and sells 1000 components a month , what is the lowest price it can sell them for such that the costs do n ' t exceed the revenues ?",112,"a ) 122 , b ) 112 , c ) 134 , d ) 108 , e ) 101",b
"the average weight of a , b and c is 30 kg . if the average weight of a and b be 25 kg and that of b and c be 28 kg , then the weight of b is :",16,"a ) 14 kg , b ) 15 kg , c ) 18 kg , d ) 19 kg , e ) 16 kg",e
one fourth of one third of two fifth of a number is 20 . what will be 40 % of that number,240,"a ) a ) 140 , b ) b ) 150 , c ) c ) 180 , d ) d ) 240 , e ) e ) 220",d
a card board of 34 * 14 has to be attached to a wooden box and a total of 35 pins are to be used on the each side of the cardbox . find the total number of pins used .,136,"a ) 135 , b ) 136 , c ) 137 , d ) 138 , e ) 139",b
a 200 meter long train crosses a platform in 50 seconds while it crosses a signal pole in 42 seconds . what is the length of the platform ?,38.09,"a ) 39.9 , b ) 37.88 , c ) 35 , d ) 38.88 , e ) 38.09",e
how much water should be added to 11 liters of a 20 % - solution of alcohol to reduce the concentration of alcohol in the solution by 75 % ?,29,"a ) 25 liters , b ) 29 liters , c ) 30 liters , d ) 32 liters , e ) 35 liters",b
a van takes 5 hours to cover a distance of 600 km . what speed in kph should the van maintain to cover the same distance in 3 / 2 of the previous time ?,80,"a ) 80 , b ) 84 , c ) 88 , d ) 92 , e ) 96",a
"the ratio of ages of aman , bren , and charlie are in the ratio 5 : 8 : 7 respectively . if 8 years ago , the sum of their ages was 76 , what will be the age of bren 12 years from now ?",60,"a ) 17 , b ) 25 , c ) 27 , d ) 52 , e ) 60",e
"a and b undertake to do a piece of work for $ 500 . a alone can do it in 5 days while b alone can do it in 10 days . with the help of c , they finish it in 2 days . find the share of c ?",200,"a ) $ 200 , b ) $ 150 , c ) $ 300 , d ) $ 25 , e ) $ 100",a
"a clock store sold a certain clock to a collector for 15 percent more than the store had originally paid for the clock . when the collector tried to resell the clock to the store , the store bought it back at 45 percent of what the collector had paid . the shop then sold the clock again at a profit of 85 percent on its buy - back price . if the difference between the clock ' s original cost to the shop and the clock ' s buy - back price was $ 80 , for how much did the shop sell the clock the second time ?",158.74,"a ) $ 168.58 , b ) $ 187.54 , c ) $ 158.74 , d ) $ 120.56 , e ) $ 200.84",c
"angelina walked 100 meters from her home to the grocery at a constant speed . she then walked 180 meters to the gym at double the speed . she spent 40 seconds less on her way from the grocery to the gym than on her way from home to the grocery . what was angelina ' s speed , in meters per second , from the grocery to the gym ?",0.5,"a ) 2 , b ) 3 , c ) 0.5 , d ) 6 , e ) 12",c
"if 45 % of z is 39 % of y and y is 75 % of x , what percent of x is z ?",65,"a ) 200 , b ) 160 , c ) 100 , d ) 65 , e ) 50",d
"10 camels cost as much as 24 horses , 16 horses cost as much as 4 oxen and 6 oxen as much as 4 elephants . if the cost of 10 elephants is rs . 130000 , find the cost of a camel ?",5200,"a ) s . 9800 , b ) s . 3800 , c ) s . 9800 , d ) s . 5200 , e ) s . 6880",d
"a worker makes a toy in every 3 h . if he works for 150 h , then how many toys will he make ?",50,"a ) 40 , b ) 54 , c ) 45 , d ) 50 , e ) none",d
"in one hour , a boat goes 11 km along the stream and 5 km against the stream . the speed of the boat in still water in ( km / hr ) is",8,"a ) 3 , b ) 5 , c ) 8 , d ) 9 , e ) 7",c
45 workers work 8 hours to dig a hole 30 meters deep . how many extra workers should be hired to dig another hole 40 meters deep by working for 6 hours ?,35,"a ) 75 , b ) 80 , c ) 50 , d ) 35 , e ) 40",d
"if an amount of rs 42,900 is distributed equally amongst 22 persons , how much amount would each person get ?",1950,"a ) rs 1950 , b ) rs 2000 , c ) rs 745 , d ) rs 765 , e ) none",a
"what is the perimeter , in meters , of a rectangular garden 8 meters wide that has the same area as a rectangular playground 16 meters long and 12 meters wide ?",64,"a ) 48 , b ) 56 , c ) 64 , d ) 76 , e ) 192",c
let the sides of a rectangular prism are consecutive multiples of 5 . which among the following could be the base area,450,"['a ) 360', 'b ) 450', 'c ) 560', 'd ) 670', 'e ) 780']",b
"if teena is driving at 55 miles per hour and is currently 7.5 miles behind joe , who is driving at 40 miles per hour in the same direction then in how many minutes will teena be 45 miles ahead of joe ?",210,"a ) 15 , b ) 60 , c ) 75 , d ) 90 , e ) 210",e
the sum of ages of 4 children born at the intervals of 10 years each is 80 years . what is the age of the youngest child ?,5,"a ) 4 , b ) 5 , c ) 6 , d ) 7 , e ) 8",b
"one hour after yolanda started walking from x to y , a distance of 17 miles , bob started walking along the same road from y to x . if yolanda ' s walking rate was 3 miles per hour and bob т ' s was 4 miles per hour , how many miles had bob walked when they met ?",8,"a ) 24 , b ) 23 , c ) 22 , d ) 21 , e ) 8",e
at what price must an article costing rs . 47.50 be marked in order that after deducting 5 % from the list price . it may be sold at a profit of 40 % on the cost price ?,70,"a ) 62.5 , b ) 69.5 , c ) 67.5 , d ) 62.5 , e ) 70",e
two friends decide to get together ; so they start riding bikes towards each other . they plan to meet halfway . each is riding at 6 mph . they live 36 miles apart . one of them has a pet carrier pigeon and it starts flying the instant the friends start traveling . the pigeon flies back and forth at 19 mph between the 2 friends until the friends meet . how many miles does the pigeon travel ?,57,"a ) 54 , b ) 57 , c ) 60 , d ) 36 , e ) 96",b
"in a river flowing at 2 km / hr , a boat travels 48 km upstream and then returns downstream to the starting point . if its speed in still water be 6 km / hr , find the total journey time .",18,"a ) 10 hours , b ) 12 hours , c ) 14 hours , d ) 18 hours , e ) none of these",d
the number of degrees that the hour hand of a clock moves through between noon and 2.30 in the afternoon of the same day is ?,75,"a ) 38 , b ) 27 , c ) 75 , d ) 28 , e ) 21",c
"a rectangular tiled patio is composed of 30 square tiles . the rectangular patio will be rearranged so that there will be 2 fewer columns of tiles and 4 more rows of tiles . after the change in layout , the patio will still have 30 tiles , and it will still be rectangular . how many rows are in the tile patio before the change in layout ?",5,"a ) 5 , b ) 6 , c ) 10 , d ) 13 , e ) 28",a
a row of ants comprised of 102 ants . a man walked upon it and all except 42 were crushed beneath his foot . how many ants are left alive ?,42,"a ) 41 , b ) 42 , c ) 43 , d ) 44 , e ) 45",b
"at a certain food stand , the price of each apple is 40 ¢ and the price of each orange is 60 ¢ . mary selects a total of 10 apples and oranges from the food stand , and the average ( arithmetic mean ) price of the 10 pieces of fruit is 54 ¢ . how many oranges must mary put back so that the average price of the pieces of fruit that she keeps is 45 ¢ ?",6,"a ) 2 , b ) 3 , c ) 4 , d ) 5 , e ) 6",e
"john purchased some shirts and trousers for $ 1300 . he paid $ 500 less for the shirts than he did for the trousers . if he bought 5 shirts and the cost of a shirt is $ 20 less than that of a trouser , how many trousers did he buy ?",9,"a ) 4 , b ) 5 , c ) 6 , d ) 7 , e ) 9",e
"a contractor undertakes to complete the construction of a tunnel 720 meters long in 240 days and employs 50 men for the purpose . after 120 days , he finds that only 240 meters of the tunnel is complete . how many more men should be employ in order to complete the work in time ?",70,"a ) 75 men , b ) 80 men , c ) 70 men , d ) 60 men , e ) 50 men",c
for all integers x > 1 . < x > = 2 x + ( 2 x - 1 ) + ( 2 x - 2 ) + . . . . . . 2 + 1 . what is the value of < 2 > * < 4 > ?,360,"a ) 60 , b ) 116 , c ) 210 , d ) 263 , e ) 360",e
pradeep has to obtain 35 % of the total marks to pass . he got 150 marks and failed by 25 marks . the maximum marks are,500,"a ) 300 , b ) 600 , c ) 800 , d ) 500 , e ) 900",d
a and b can do a piece of work in 2 days and 6 days respectively . both work for 1 days and then a goes away . find how long will b take to complete the remaining work ?,2,"a ) 1 days , b ) 2 days , c ) 3 days , d ) 4 days , e ) 5 days",b
"karen places a bet with tom that she will beat tom in a car race by 4 miles even if karen starts 4 minutes late . assuming that karen drives at an average speed of 60 mph and tom drives at an average speed of 45 mph , how many h miles will tom drive before karen wins the bet ?",24,"a ) 15 , b ) 18 , c ) 21 , d ) 24 , e ) 27",d
"rs . 1210 were divided among 3 person p , q , r so that p : q = 5 : 4 and q : r = 9 : 10 . then r gets the amount .",400,"a ) rs . 300 , b ) rs . 400 , c ) rs . 480 , d ) rs . 490 , e ) rs . 500",b
"if a 2 + b 2 + c 2 = 390 and ab + bc + ca = 5 , then a + b + c is",20,"a ) 19 , b ) 20 , c ) 25 , d ) 30 , e ) 64",b
"in an office in singapore there are 60 % female employees . 50 % of all the male employees are computer literate . if there are total 62 % employees computer literate out of total 1500 employees , then the no . of female employees who are computer literate ?",630,"a ) 630 , b ) 674 , c ) 672 , d ) 960 , e ) none",a
what will be the remainder when ( 27 ^ 27 ) + 27 is divided by 28 ?,26,"a ) 22 , b ) 20 , c ) 24 , d ) 26 , e ) 28",d
"a man has some hens and cows . if the number of heads be 48 and the number of feet equals 140 , then the number of hens will be",26,"a ) 22 , b ) 24 , c ) 26 , d ) 20 , e ) 18",c
"the cash realised on selling a 14 % stock is rs . 120.50 , brokerage being 1 / 4 % is",120.25,"a ) 120.25 , b ) 120.35 , c ) 106.5 , d ) 156 , e ) 240",a
how many liters of water must be evaporated from 50 liters of a 2 percent sugar solution to get a 5 percent sugar solution ?,30,"a ) 20 , b ) 25 , c ) 30 , d ) 32 , e ) 35",c
"an equilateral triangle t 2 is formed by joining the mid points of the sides of another equilateral triangle t 1 . a third equilateral triangle t 3 is formed by joining the mid - points of t 2 and this process is continued indefinitely . if each side of t 1 is 50 cm , find the sum of the perimeters of all the triangles .",300,"a ) 180 cm , b ) 220 cm , c ) 240 cm , d ) 270 cm , e ) 300 cm",e
